"","id","lng","lro","asm","afr","alr","meno","store_total","store_av","store_sd","prod_total","prod_av","prod_sd","outdeg_total","outdeg_av","outdeg_sd","indeg_total","indeg_av","indeg_sd"
"168",168,34,0,11,NA,NA,NA,253,7.22857142857143,6.50378041325701,40,1.14285714285714,1.83339699405642,206,5.88571428571429,5.40572370173465,209,5.97142857142857,6.0121725264163
"169",169,44,0,11,NA,NA,NA,269,5.97777777777778,6.20662728236699,77,1.71111111111111,1.98428166785206,242,5.37777777777778,5.1842808254152,218,4.84444444444444,5.95420231874306
"170",170,42,0,11,NA,NA,NA,292,6.7906976744186,5.9223472644475,72,1.67441860465116,1.99667497691917,258,6,4.52506248312556,237,5.51162790697674,5.65842016073331
"171",171,46,0,11,NA,NA,NA,294,6.25531914893617,6.39112184854007,61,1.29787234042553,1.87564358365708,251,5.34042553191489,5.56493914082383,245,5.21276595744681,6.16066120891174
"172",172,44,0,11,NA,NA,NA,277,6.15555555555556,6.6090693732021,70,1.55555555555556,1.93714358077176,239,5.31111111111111,5.58334464042274,222,4.93333333333333,6.13632996623759
"173",173,40,0,11,NA,NA,NA,253,6.17073170731707,5.73978413803337,65,1.58536585365854,1.96183090193953,227,5.53658536585366,4.78590409941324,211,5.14634146341463,5.47065341440013
"174",174,44,0,11,NA,NA,NA,281,6.24444444444444,5.66149496621919,81,1.8,1.99544936839254,258,5.73333333333333,4.6729395070302,230,5.11111111111111,5.49885203814157
"175",175,38,0,11,NA,NA,NA,268,6.87179487179487,7.10514819720064,56,1.43589743589744,1.94388205992236,226,5.79487179487179,5.56388489409242,217,5.56410256410256,6.5001816646471
"176",176,37,0,11,NA,NA,NA,286,7.52631578947368,7.54710197505679,48,1.26315789473684,1.8842764835043,236,6.21052631578947,6.15633224757501,234,6.15789473684211,7.15664996288926
"177",177,27,0,11,NA,NA,NA,212,7.57142857142857,5.85268897635679,33,1.17857142857143,1.82682828621127,175,6.25,4.91124936959735,178,6.35714285714286,5.63858588598691
"178",178,28,0,11,NA,NA,NA,246,8.48275862068965,8.27051859513733,45,1.55172413793103,1.95642178655231,215,7.41379310344828,7.00773675192187,207,7.13793103448276,7.86367842829584
"179",179,27,0,11,NA,NA,NA,216,7.71428571428571,7.71653896154057,48,1.71428571428571,2.01581052271588,194,6.92857142857143,6.16398483083054,182,6.5,7.29027764547744
"180",180,30,0,11,NA,NA,NA,228,7.6,8.04984471899924,48,1.6,1.99309151648976,194,6.46666666666667,6.240763289597,185,6.16666666666667,7.57984320342484
